Portfolio,Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Quantity,Market Value
Fund Two,NFLX,12/21/2020,530.049988,532.619995,512.210022,513.969971,513.969971,9337800,2048.005247,1052613.197
Fund Two,PFE,12/21/2020,37.279999,37.650002,36.599998,37.27,37.27,125498300,27889.98305,1039459.668
Fund Two,PG,12/21/2020,137.960007,138.429993,136.130005,137.720001,136.894287,20347900,7105.054548,972641.3764
Fund Two,TSLA,12/21/2020,666.23999,668.5,614.22998,661.77002,661.77002,165799900,2377.386273,1573282.962
Fund Two,XOM,12/21/2020,41.110001,42.389999,40.529999,41.599998,41.599998,76787300,29980.28347,1247179.732
Fund Two,AMZN,12/28/2020,3194,3350.649902,3172.689941,3256.929932,3256.929932,16723100,312.0709121,1016393.094
Fund Two,FB,12/28/2020,268.73999,280.51001,265.660004,273.160004,273.160004,64379400,3511.359136,959162.8757
Fund Two,GOOG,12/28/2020,1751.63501,1792.439941,1725.599976,1751.880005,1751.880005,5010400,609.3845216,1067568.559
Fund Two,JNJ,12/28/2020,153.320007,157.660004,152.300003,157.380005,157.380005,19578900,6932.998641,1091115.361
Fund Two,MRK,12/28/2020,80.650002,81.940002,80.129997,81.800003,81.800003,20949500,12625.54064,1032769.262
Fund Two,NFLX,12/28/2020,516.429993,545.5,507.130005,540.72998,540.72998,14179400,2048.005247,1107417.836
Fund Two,PFE,12/28/2020,37.360001,37.580002,36.290001,36.810001,36.810001,105791200,27889.98305,1026630.304
Fund Two,PG,12/28/2020,138.149994,139.940002,137.389999,139.139999,138.305771,16189100,7105.054548,982670.0472
Fund Two,TSLA,12/28/2020,674.51001,718.719971,655,705.669983,705.669983,147606300,2377.386273,1677650.131
Fund Two,XOM,12/28/2020,41.689999,42.549999,40.970001,41.220001,41.220001,90741800,29980.28347,1235787.314
Fund Two,AMZN,1/4/2021,3270,3272,3131.159912,3182.699951,3182.699951,18513900,312.0709121,993228.0765
Fund Two,FB,1/4/2021,274.779999,275,260.01001,267.570007,267.570007,83649900,3511.359136,939534.3887
Fund Two,GOOG,1/4/2021,1757.540039,1809.839966,1699,1807.209961,1807.209961,9964900,609.3845216,1101285.778
Fund Two,JNJ,1/4/2021,157.240005,161.100006,154.130005,160.039993,160.039993,45574400,6932.998641,1109557.054
Fund Two,MRK,1/4/2021,82,84.370003,79.879997,83.029999,83.029999,49610300,12625.54064,1048298.627
Fund Two,NFLX,1/4/2021,539,540.799988,499.5,510.399994,510.399994,19584800,2048.005247,1045301.866
Fund Two,PFE,1/4/2021,36.869999,37.529999,36.27,37.130001,37.130001,159709500,27889.98305,1035555.099
Fund Two,PG,1/4/2021,139.660004,141.039993,136.270004,138.789993,137.957855,40569200,7105.054548,980198.0851
Fund Two,TSLA,1/4/2021,719.460022,884.48999,717.190002,880.02002,880.02002,252137800,2377.386273,2092147.516
Fund Two,XOM,1/4/2021,41.450001,45.82,41,45.459999,45.459999,166440900,29980.28347,1362903.656
Fund Two,AMZN,1/11/2021,3148.01001,3189.949951,3086,3104.25,3104.25,17834100,312.0709121,968746.1287
Fund Two,FB,1/11/2021,260.480011,263.470001,244.610001,251.360001,251.360001,131073400,3511.359136,882615.236
Fund Two,GOOG,1/11/2021,1786.069946,1794.314941,1721.550049,1736.189941,1736.189941,6183200,609.3845216,1058007.277
Fund Two,JNJ,1/11/2021,160.559998,161.949997,156.75,160.300003,160.300003,38276100,6932.998641,1111359.703
Fund Two,MRK,1/11/2021,83.5,85.599998,81.559998,83.379997,83.379997,52749600,12625.54064,1052717.541
Fund Two,NFLX,1/11/2021,507.839996,514.5,485.670013,497.980011,497.980011,24908400,2048.005247,1019865.675
Fund Two,PFE,1/11/2021,37.220001,37.830002,36.400002,36.700001,36.700001,190745400,27889.98305,1023562.406
Fund Two,PG,1/11/2021,138.75,139.440002,134.660004,134.779999,133.971909,33582600,7105.054548,951877.7213
Fund Two,TSLA,1/11/2021,849.400024,868,803.619995,826.159973,826.159973,209181200,2377.386273,1964101.379
Fund Two,XOM,1/11/2021,45.040001,51.080002,44.75,47.889999,47.889999,182092400,29980.28347,1435755.745
Fund Two,AMZN,1/18/2021,3107,3279.800049,3096,3263.379883,3263.379883,8614900,312.0709121,1018405.936
Fund Two,FB,1/18/2021,256.899994,270.320007,252.720001,267.480011,267.480011,53228400,3511.359136,939218.3804
Fund Two,GOOG,1/18/2021,1752.25,1903.709961,1741.459961,1886.900024,1886.900024,4224900,609.3845216,1149847.668
Fund Two,JNJ,1/18/2021,162,164.139999,161.100006,162.380005,162.380005,15897500,6932.998641,1125780.354
Fund Two,MRK,1/18/2021,83.57,83.900002,82.269997,82.459999,82.459999,18669100,12625.54064,1041102.069
Fund Two,NFLX,1/18/2021,501,593.289978,493.540009,586.340027,586.340027,44953300,2048.005247,1200827.452
Fund Two,PFE,1/18/2021,36.759998,37,36.459999,36.5,36.5,68851400,27889.98305,1017984.381
Fund Two,PG,1/18/2021,135.699997,136.360001,131.259995,131.929993,131.138992,21691500,7105.054548,931749.6915
Fund Two,TSLA,1/18/2021,837.799988,859.5,833,850.450012,850.450012,51032900,2377.386273,2021848.185
Fund Two,XOM,1/18/2021,48.450001,49.740002,48.349998,49.529999,49.529999,47275000,29980.28347,1484923.41
